setting,dataset,num_samples,num_components,random_seed,skellam_mu,sigma,b,clipping_norm,q_f,q_clean,q_a
fl,iris,150,8,5,8.19,10000,6.0,1.0,0.9338856190443039,0.9338856190443038,0.9998514406602053
centralized,ca_income,195665,5,3,7,25.077,6,1.0,0.054247314005288,0.060976047821321155,0.9725318309106553
centralized,iris,150,2,4,7,0.6,6,1.0,0.8701586684267422,0.8703541219152552,0.9999043097613778
centralized,iris,150,5,4,7,0.6,6,1.0,0.9338856190443033,0.9338856190443038,0.9999043097613778
centralized,iris,150,8,4,7,0.6,6,1.0,0.9338856190443033,0.9338856190443038,0.9999043097613778
fl,iris,150,2,2,382.3,10000,10.0,1.0,0.8703575651724916,0.8703541219152552,0.9998452548193246
fl,iris,150,5,2,382.3,10000,10.0,1.0,0.9338856190443037,0.9338856190443038,0.9998452548193246
fl,iris,150,8,2,382.3,10000,10.0,1.0,0.9338856190443037,0.9338856190443038,0.9998452548193246
centralized,ca_income,195665,8,3,7,25.077,6,1.0,0.07446636552847347,0.0868238996592852,0.9725318309106553
fl,iris,150,2,5,2.32,10000,6.0,1.0,0.8703566091112871,0.8703541219152552,0.9998504624886579
fl,iris,150,5,5,2.32,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998504624886579
fl,iris,150,8,5,2.32,10000,6.0,1.0,0.9338856190443038,0.9338856190443038,0.9998504624886579
local,iris,150,2,4,7,0.344,6,1.0,0.8644589498204469,0.8703541219152552,0.9981251796979146
local,iris,150,5,4,7,0.344,6,1.0,0.9338856190443032,0.9338856190443038,0.9981251796979146
local,iris,150,8,4,7,0.344,6,1.0,0.9338856190443032,0.9338856190443038,0.9981251796979146
fl,iris,150,2,2,106.1,10000,10.0,1.0,0.8703576900726864,0.8703541219152552,0.9998435225826267
fl,iris,150,5,2,106.1,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998435225826267
fl,iris,150,8,2,106.1,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998435225826267
fl,ca_income,195665,2,1,382.3,10000,14.0,1.0,0.030579022317007584,0.030571875879369347,0.9997289504618034
fl,ca_income,195665,5,1,382.3,10000,14.0,1.0,0.06098853487848636,0.060976047821321155,0.9997289504618034
fl,iris,150,2,5,0.671,10000,6.0,1.0,0.8703567741109536,0.8703541219152552,0.9998499454759459
fl,iris,150,5,5,0.671,10000,6.0,1.0,0.9338856190443039,0.9338856190443038,0.9998499454759459
fl,iris,150,8,5,0.671,10000,6.0,1.0,0.9338856190443039,0.9338856190443038,0.9998499454759459
centralized,iris,150,2,4,7,0.344,6,1.0,0.8702939617625888,0.8703541219152552,0.9998829548769904
centralized,iris,150,5,4,7,0.344,6,1.0,0.9338856190443039,0.9338856190443038,0.9998829548769904
centralized,iris,150,8,4,7,0.344,6,1.0,0.9338856190443039,0.9338856190443038,0.9998829548769904
local,ca_income,195665,2,3,7,13.285,6,1.0,0.0025869248062615076,0.030571875879369347,0.04030149312371336
fl,iris,150,2,2,29.4,10000,10.0,1.0,0.8703577212343955,0.8703541219152552,0.999842594348782
fl,iris,150,5,2,29.4,10000,10.0,1.0,0.9338856190443043,0.9338856190443038,0.999842594348782
fl,iris,150,8,2,29.4,10000,10.0,1.0,0.9338856190443043,0.9338856190443038,0.999842594348782
fl,ca_income,195665,8,1,382.3,10000,14.0,1.0,0.0868867256698801,0.0868238996592852,0.9997289504618034
local,ca_income,195665,5,3,7,13.285,6,1.0,0.006258395881668229,0.060976047821321155,0.04030149312371336
fl,iris,150,2,5,0.2036,10000,6.0,1.0,0.8703568260436861,0.8703541219152552,0.9998496407084223
fl,iris,150,5,5,0.2036,10000,6.0,1.0,0.9338856190443042,0.9338856190443038,0.9998496407084223
fl,iris,150,8,5,0.2036,10000,6.0,1.0,0.9338856190443042,0.9338856190443038,0.9998496407084223
local,ca_income,195665,8,3,7,13.285,6,1.0,0.009889112947604247,0.0868238996592852,0.04030149312371336
local,iris,150,2,5,7,25.077,6,1.0,0.6170645423643302,0.8703541219152552,0.8001867341386737
local,iris,150,5,5,7,25.077,6,1.0,0.9338856190443037,0.9338856190443038,0.8001867341386737
local,iris,150,8,5,7,25.077,6,1.0,0.9338856190443037,0.9338856190443038,0.8001867341386737
fl,iris,150,2,2,8.19,10000,10.0,1.0,0.8703577280096336,0.8703541219152552,0.9998421028526363
fl,iris,150,5,2,8.19,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998421028526363
fl,iris,150,8,2,8.19,10000,10.0,1.0,0.9338856190443044,0.9338856190443038,0.9998421028526363
fl,ca_income,195665,2,1,106.1,10000,14.0,1.0,0.030579022323502632,0.030571875879369347,0.9997289438416913
centralized,iris,150,2,5,7,25.077,6,1.0,0.787826124837288,0.8703541219152552,0.9318112295719312
centralized,iris,150,5,5,7,25.077,6,1.0,0.9338856190443031,0.9338856190443038,0.9318112295719312
centralized,iris,150,8,5,7,25.077,6,1.0,0.9338856190443031,0.9338856190443038,0.9318112295719312
fl,iris,150,2,5,0.067,10000,6.0,1.0,0.8703568394585356,0.8703541219152552,0.999849443753435
fl,iris,150,5,5,0.067,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.999849443753435
fl,iris,150,8,5,0.067,10000,6.0,1.0,0.9338856190443034,0.9338856190443038,0.999849443753435
fl,iris,150,2,2,2.32,10000,10.0,1.0,0.87035772892768,0.8703541219152552,0.999841844770918
fl,iris,150,5,2,2.32,10000,10.0,1.0,0.9338856190443033,0.9338856190443038,0.999841844770918
fl,iris,150,8,2,2.32,10000,10.0,1.0,0.9338856190443033,0.9338856190443038,0.999841844770918
fl,ca_income,195665,5,1,106.1,10000,14.0,1.0,0.06098853490105353,0.060976047821321155,0.9997289438416913
centralized,ca_income,195665,2,3,7,13.285,6,1.0,0.03003020553506599,0.030571875879369347,0.9923085825680412
fl,ca_income,195665,8,1,106.1,10000,14.0,1.0,0.08688672571253167,0.0868238996592852,0.9997289438416913
centralized,ca_income,195665,5,3,7,13.285,6,1.0,0.05906102138325177,0.060976047821321155,0.9923085825680412
fl,iris,150,2,5,382.3,10000,10.0,1.0,0.8703576309081087,0.8703541219152552,0.9998429392897179
fl,iris,150,5,5,382.3,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998429392897179
fl,iris,150,8,5,382.3,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998429392897179
local,iris,150,2,5,7,13.285,6,1.0,0.6162853905188879,0.8703541219152552,0.7994083506449869
local,iris,150,5,5,7,13.285,6,1.0,0.9338856190443034,0.9338856190443038,0.7994083506449869
local,iris,150,8,5,7,13.285,6,1.0,0.9338856190443034,0.9338856190443038,0.7994083506449869
fl,iris,150,2,2,0.671,10000,10.0,1.0,0.8703577286887373,0.8703541219152552,0.9998417086743301
fl,iris,150,5,2,0.671,10000,10.0,1.0,0.9338856190443029,0.9338856190443038,0.9998417086743301
fl,iris,150,8,2,0.671,10000,10.0,1.0,0.9338856190443029,0.9338856190443038,0.9998417086743301
centralized,ca_income,195665,8,3,7,13.285,6,1.0,0.08336705254586894,0.0868238996592852,0.9923085825680412
fl,iris,150,2,5,106.1,10000,10.0,1.0,0.8703577081005441,0.8703541219152552,0.9998424448286587
fl,iris,150,5,5,106.1,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998424448286587
fl,iris,150,8,5,106.1,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.9998424448286587
centralized,iris,150,2,5,7,13.285,6,1.0,0.8350246181304238,0.8703541219152552,0.9680206376469719
centralized,iris,150,5,5,7,13.285,6,1.0,0.9338856190443033,0.9338856190443038,0.9680206376469719
centralized,iris,150,8,5,7,13.285,6,1.0,0.9338856190443033,0.9338856190443038,0.9680206376469719
fl,iris,150,2,2,0.2036,10000,10.0,1.0,0.8703577283646954,0.8703541219152552,0.999841637814981
fl,iris,150,5,2,0.2036,10000,10.0,1.0,0.9338856190443032,0.9338856190443038,0.999841637814981
fl,iris,150,8,2,0.2036,10000,10.0,1.0,0.9338856190443032,0.9338856190443038,0.999841637814981
fl,ca_income,195665,2,1,29.4,10000,14.0,1.0,0.030579022325567484,0.030571875879369347,0.999728911467971
fl,ca_income,195665,5,1,29.4,10000,14.0,1.0,0.060988534907473385,0.060976047821321155,0.999728911467971
fl,iris,150,2,5,29.4,10000,10.0,1.0,0.8703577236439853,0.8703541219152552,0.9998421707659217
fl,iris,150,5,5,29.4,10000,10.0,1.0,0.9338856190443038,0.9338856190443038,0.9998421707659217
fl,iris,150,8,5,29.4,10000,10.0,1.0,0.9338856190443038,0.9338856190443038,0.9998421707659217
local,iris,150,2,5,7,7.032,6,1.0,0.6179777849979274,0.8703541219152552,0.8020194419588841
local,iris,150,5,5,7,7.032,6,1.0,0.9338856190443041,0.9338856190443038,0.8020194419588841
local,iris,150,8,5,7,7.032,6,1.0,0.9338856190443041,0.9338856190443038,0.8020194419588841
local,ca_income,195665,2,3,7,7.032,6,1.0,0.002593013730796496,0.030571875879369347,0.04065737765429186
fl,iris,150,2,2,0.067,10000,10.0,1.0,0.8703577281424792,0.8703541219152552,0.9998416004589807
fl,iris,150,5,2,0.067,10000,10.0,1.0,0.9338856190443046,0.9338856190443038,0.9998416004589807
fl,iris,150,8,2,0.067,10000,10.0,1.0,0.9338856190443046,0.9338856190443038,0.9998416004589807
fl,ca_income,195665,8,1,29.4,10000,14.0,1.0,0.08688672572273565,0.0868238996592852,0.999728911467971
local,ca_income,195665,5,3,7,7.032,6,1.0,0.0062660863480106,0.060976047821321155,0.04065737765429186
local,ca_income,195665,8,3,7,7.032,6,1.0,0.009900724568121763,0.0868238996592852,0.04065737765429186
centralized,iris,150,2,5,7,7.032,6,1.0,0.8583154153466737,0.8703541219152552,0.9877595403370231
centralized,iris,150,5,5,7,7.032,6,1.0,0.933885619044304,0.9338856190443038,0.9877595403370231
centralized,iris,150,8,5,7,7.032,6,1.0,0.933885619044304,0.9338856190443038,0.9877595403370231
fl,iris,150,2,5,8.19,10000,10.0,1.0,0.8703577248604557,0.8703541219152552,0.9998420235022959
fl,iris,150,5,5,8.19,10000,10.0,1.0,0.9338856190443034,0.9338856190443038,0.9998420235022959
fl,iris,150,8,5,8.19,10000,10.0,1.0,0.9338856190443034,0.9338856190443038,0.9998420235022959
fl,iris,150,2,2,382.3,10000,14.0,1.0,0.8703577300257321,0.8703541219152552,0.9998422334796329
fl,iris,150,5,2,382.3,10000,14.0,1.0,0.933885619044304,0.9338856190443038,0.9998422334796329
fl,iris,150,8,2,382.3,10000,14.0,1.0,0.933885619044304,0.9338856190443038,0.9998422334796329
fl,ca_income,195665,2,1,8.19,10000,14.0,1.0,0.030579022326018914,0.030571875879369347,0.9997289299095462
local,iris,150,2,5,7,3.731,6,1.0,0.6305363327507283,0.8703541219152552,0.8191154141913335
local,iris,150,5,5,7,3.731,6,1.0,0.9338856190443037,0.9338856190443038,0.8191154141913335
local,iris,150,8,5,7,3.731,6,1.0,0.9338856190443037,0.9338856190443038,0.8191154141913335
fl,iris,150,2,5,2.32,10000,10.0,1.0,0.8703577235952245,0.8703541219152552,0.9998419452209555
fl,iris,150,5,5,2.32,10000,10.0,1.0,0.9338856190443049,0.9338856190443038,0.9998419452209555
fl,iris,150,8,5,2.32,10000,10.0,1.0,0.9338856190443049,0.9338856190443038,0.9998419452209555
fl,iris,150,2,2,106.1,10000,14.0,1.0,0.8703577304730116,0.8703541219152552,0.9998421222072942
fl,iris,150,5,2,106.1,10000,14.0,1.0,0.9338856190443039,0.9338856190443038,0.9998421222072942
fl,iris,150,8,2,106.1,10000,14.0,1.0,0.9338856190443039,0.9338856190443038,0.9998421222072942
fl,ca_income,195665,5,1,8.19,10000,14.0,1.0,0.06098853490908007,0.060976047821321155,0.9997289299095462
centralized,ca_income,195665,2,3,7,7.032,6,1.0,0.030423889775573493,0.030571875879369347,0.9976524664527684
fl,ca_income,195665,8,1,8.19,10000,14.0,1.0,0.086886725725852,0.0868238996592852,0.9997289299095462
centralized,iris,150,2,5,7,3.731,6,1.0,0.8666070260670933,0.8703541219152552,0.9956784493243428
centralized,iris,150,5,5,7,3.731,6,1.0,0.933885619044304,0.9338856190443038,0.9956784493243428
centralized,iris,150,8,5,7,3.731,6,1.0,0.933885619044304,0.9338856190443038,0.9956784493243428
fl,iris,150,2,5,0.671,10000,10.0,1.0,0.8703577224013699,0.8703541219152552,0.999841904053096
fl,iris,150,5,5,0.671,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.999841904053096
fl,iris,150,8,5,0.671,10000,10.0,1.0,0.9338856190443036,0.9338856190443038,0.999841904053096
fl,iris,150,2,2,29.4,10000,14.0,1.0,0.8703577305735499,0.8703541219152552,0.9998420634800654
fl,iris,150,5,2,29.4,10000,14.0,1.0,0.9338856190443039,0.9338856190443038,0.9998420634800654
fl,iris,150,8,2,29.4,10000,14.0,1.0,0.9338856190443039,0.9338856190443038,0.9998420634800654
centralized,ca_income,195665,5,3,7,7.032,6,1.0,0.060446466145126394,0.060976047821321155,0.9976524664527684
centralized,ca_income,195665,8,3,7,7.032,6,1.0,0.08588861459097867,0.0868238996592852,0.9976524664527684
local,iris,150,2,5,7,1.994,6,1.0,0.6729770103591133,0.8703541219152552,0.8713373121220793
local,iris,150,5,5,7,1.994,6,1.0,0.9338856190443041,0.9338856190443038,0.8713373121220793
local,iris,150,8,5,7,1.994,6,1.0,0.9338856190443041,0.9338856190443038,0.8713373121220793
fl,iris,150,2,5,0.2036,10000,10.0,1.0,0.8703577216376903,0.8703541219152552,0.9998418822957645
fl,iris,150,5,5,0.2036,10000,10.0,1.0,0.9338856190443033,0.9338856190443038,0.9998418822957645
fl,iris,150,8,5,0.2036,10000,10.0,1.0,0.9338856190443033,0.9338856190443038,0.9998418822957645
fl,iris,150,2,2,8.19,10000,14.0,1.0,0.8703577305889348,0.8703541219152552,0.999842032640609
fl,iris,150,5,2,8.19,10000,14.0,1.0,0.9338856190443038,0.9338856190443038,0.999842032640609
fl,iris,150,8,2,8.19,10000,14.0,1.0,0.9338856190443038,0.9338856190443038,0.999842032640609
fl,ca_income,195665,2,1,2.32,10000,14.0,1.0,0.03057902232618156,0.030571875879369347,0.9997289236215257
centralized,iris,150,2,5,7,1.994,6,1.0,0.8692159829153329,0.8703541219152552,0.9984075990258552
centralized,iris,150,5,5,7,1.994,6,1.0,0.9338856190443038,0.9338856190443038,0.9984075990258552
centralized,iris,150,8,5,7,1.994,6,1.0,0.9338856190443038,0.9338856190443038,0.9984075990258552
fl,iris,150,2,5,0.067,10000,10.0,1.0,0.8703577211977749,0.8703541219152552,0.9998418710740751
fl,iris,150,5,5,0.067,10000,10.0,1.0,0.9338856190443039,0.9338856190443038,0.9998418710740751
fl,iris,150,8,5,0.067,10000,10.0,1.0,0.9338856190443039,0.9338856190443038,0.9998418710740751
fl,iris,150,2,2,2.32,10000,14.0,1.0,0.8703577305867345,0.8703541219152552,0.9998420165124564
fl,iris,150,5,2,2.32,10000,14.0,1.0,0.9338856190443037,0.9338856190443038,0.9998420165124564
fl,iris,150,8,2,2.32,10000,14.0,1.0,0.9338856190443037,0.9338856190443038,0.9998420165124564
local,ca_income,195665,2,3,7,3.731,6,1.0,0.0026095272669857715,0.030571875879369347,0.04174037754360935
fl,ca_income,195665,5,1,2.32,10000,14.0,1.0,0.06098853490955724,0.060976047821321155,0.9997289236215257
local,iris,150,2,5,7,1.081,6,1.0,0.7576593998084358,0.8703541219152552,0.9443303384609877
local,iris,150,5,5,7,1.081,6,1.0,0.9338856190443032,0.9338856190443038,0.9443303384609877
local,iris,150,8,5,7,1.081,6,1.0,0.9338856190443032,0.9338856190443038,0.9443303384609877
fl,iris,150,2,5,382.3,10000,14.0,1.0,0.8703577301926801,0.8703541219152552,0.9998421763867598
fl,iris,150,5,5,382.3,10000,14.0,1.0,0.933885619044304,0.9338856190443038,0.9998421763867598
fl,iris,150,8,5,382.3,10000,14.0,1.0,0.933885619044304,0.9338856190443038,0.9998421763867598
fl,iris,150,2,2,0.671,10000,14.0,1.0,0.8703577305827563,0.8703541219152552,0.9998420080286516
fl,iris,150,5,2,0.671,10000,14.0,1.0,0.9338856190443043,0.9338856190443038,0.9998420080286516
fl,iris,150,8,2,0.671,10000,14.0,1.0,0.9338856190443043,0.9338856190443038,0.9998420080286516
local,ca_income,195665,5,3,7,3.731,6,1.0,0.006291732391908417,0.060976047821321155,0.04174037754360935
fl,ca_income,195665,8,1,2.32,10000,14.0,1.0,0.08688672572682996,0.0868238996592852,0.9997289236215257
centralized,iris,150,2,5,7,1.081,6,1.0,0.8700081503539858,0.8703541219152552,0.99931383203969
centralized,iris,150,5,5,7,1.081,6,1.0,0.933885619044305,0.9338856190443038,0.99931383203969
centralized,iris,150,8,5,7,1.081,6,1.0,0.933885619044305,0.9338856190443038,0.99931383203969
fl,iris,150,2,5,106.1,10000,14.0,1.0,0.8703577305271614,0.8703541219152552,0.9998421425076411
fl,iris,150,5,5,106.1,10000,14.0,1.0,0.9338856190443034,0.9338856190443038,0.9998421425076411
fl,iris,150,8,5,106.1,10000,14.0,1.0,0.9338856190443034,0.9338856190443038,0.9998421425076411
local,ca_income,195665,8,3,7,3.731,6,1.0,0.0099386554737482,0.0868238996592852,0.04174037754360935
fl,iris,150,2,2,0.2036,10000,14.0,1.0,0.870357730579902,0.8703541219152552,0.9998420035949727
fl,iris,150,5,2,0.2036,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998420035949727
fl,iris,150,8,2,0.2036,10000,14.0,1.0,0.9338856190443042,0.9338856190443038,0.9998420035949727
local,iris,150,2,5,7,0.6,6,1.0,0.8369712390658216,0.8703541219152552,0.9843060838530393
local,iris,150,5,5,7,0.6,6,1.0,0.9338856190443033,0.9338856190443038,0.9843060838530393
local,iris,150,8,5,7,0.6,6,1.0,0.9338856190443033,0.9338856190443038,0.9843060838530393
fl,iris,150,2,5,29.4,10000,14.0,1.0,0.8703577306053042,0.8703541219152552,0.999842124593582
fl,iris,150,5,5,29.4,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842124593582
fl,iris,150,8,5,29.4,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842124593582
fl,ca_income,195665,2,1,0.671,10000,14.0,1.0,0.030579022326179317,0.030571875879369347,0.9997289245547537
fl,iris,150,2,2,0.067,10000,14.0,1.0,0.870357730578198,0.8703541219152552,0.9998420012763501
fl,iris,150,5,2,0.067,10000,14.0,1.0,0.9338856190443038,0.9338856190443038,0.9998420012763501
fl,iris,150,8,2,0.067,10000,14.0,1.0,0.9338856190443038,0.9338856190443038,0.9998420012763501
fl,ca_income,195665,5,1,0.671,10000,14.0,1.0,0.060988534909633074,0.060976047821321155,0.9997289245547537
centralized,ca_income,195665,2,3,7,3.731,6,1.0,0.030535176651975214,0.030571875879369347,0.999135553143745
centralized,iris,150,2,5,7,0.6,6,1.0,0.8702473295625437,0.8703541219152552,0.9996254345398754
centralized,iris,150,5,5,7,0.6,6,1.0,0.933885619044304,0.9338856190443038,0.9996254345398754
centralized,iris,150,8,5,7,0.6,6,1.0,0.933885619044304,0.9338856190443038,0.9996254345398754
fl,iris,150,2,5,8.19,10000,14.0,1.0,0.870357730619181,0.8703541219152552,0.999842115176963
fl,iris,150,5,5,8.19,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842115176963
fl,iris,150,8,5,8.19,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.999842115176963
fl,iris,150,2,2,382.3,10000,18.0,1.0,0.870357730634284,0.8703541219152552,0.9998420537111506
fl,iris,150,5,2,382.3,10000,18.0,1.0,0.9338856190443039,0.9338856190443038,0.9998420537111506
fl,iris,150,8,2,382.3,10000,18.0,1.0,0.9338856190443039,0.9338856190443038,0.9998420537111506
centralized,iris,150,2,1234,7,10000,6,1,0.690671377044833,0.8703541219152552,0.9291535489412578
centralized,iris,150,5,1234,7,10000,6,1,0.9338856190443044,0.9338856190443038,0.9291535489412578
centralized,iris,150,8,1234,7,10000,6,1,0.9338856190443044,0.9338856190443038,0.9291535489412578
fl,ca_income,195665,8,1,0.671,10000,14.0,1.0,0.08688672572703167,0.0868238996592852,0.9997289245547537
centralized,ca_income,195665,5,3,7,3.731,6,1.0,0.06083603277276363,0.060976047821321155,0.999135553143745
local,iris,150,2,5,7,0.344,6,1.0,0.8628965684444375,0.8703541219152552,0.9956678857006086
local,iris,150,5,5,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9956678857006086
local,iris,150,8,5,7,0.344,6,1.0,0.933885619044304,0.9338856190443038,0.9956678857006086
fl,iris,150,2,5,2.32,10000,14.0,1.0,0.8703577306190006,0.8703541219152552,0.9998421102493447
fl,iris,150,5,5,2.32,10000,14.0,1.0,0.9338856190443047,0.9338856190443038,0.9998421102493447
fl,iris,150,8,5,2.32,10000,14.0,1.0,0.9338856190443047,0.9338856190443038,0.9998421102493447
centralized,ca_income,195665,8,3,7,3.731,6,1.0,0.0866051192429223,0.0868238996592852,0.999135553143745
fl,iris,150,2,2,106.1,10000,18.0,1.0,0.8703577306359838,0.8703541219152552,0.9998420467477774
fl,iris,150,5,2,106.1,10000,18.0,1.0,0.9338856190443037,0.9338856190443038,0.9998420467477774
fl,iris,150,8,2,106.1,10000,18.0,1.0,0.9338856190443037,0.9338856190443038,0.9998420467477774
centralized,iris,150,2,5,7,0.344,6,1.0,0.8703209156539088,0.8703541219152552,0.9997417917628952
centralized,iris,150,5,5,7,0.344,6,1.0,0.9338856190443036,0.9338856190443038,0.9997417917628952
centralized,iris,150,8,5,7,0.344,6,1.0,0.9338856190443036,0.9338856190443038,0.9997417917628952
fl,ca_income,195665,2,1,0.2036,10000,14.0,1.0,0.03057902232620754,0.030571875879369347,0.9997289251616094
fl,iris,150,2,2,29.4,10000,18.0,1.0,0.8703577306363529,0.8703541219152552,0.9998420430759734
fl,iris,150,5,2,29.4,10000,18.0,1.0,0.933885619044305,0.9338856190443038,0.9998420430759734
fl,iris,150,8,2,29.4,10000,18.0,1.0,0.933885619044305,0.9338856190443038,0.9998420430759734
fl,iris,150,2,5,0.671,10000,14.0,1.0,0.8703577306168555,0.8703541219152552,0.9998421076562759
fl,iris,150,5,5,0.671,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998421076562759
fl,iris,150,8,5,0.671,10000,14.0,1.0,0.9338856190443041,0.9338856190443038,0.9998421076562759
fl,ca_income,195665,5,1,0.2036,10000,14.0,1.0,0.060988534909651185,0.060976047821321155,0.9997289251616094
local,ca_income,195665,2,3,7,1.994,6,1.0,0.002658813641352259,0.030571875879369347,0.0454290921375194
fl,ca_income,195665,8,1,0.2036,10000,14.0,1.0,0.08688672572700515,0.0868238996592852,0.9997289251616094
local,ca_income,195665,5,3,7,1.994,6,1.0,0.0063793769953191795,0.060976047821321155,0.0454290921375194
fl,iris,150,2,5,0.2036,10000,14.0,1.0,0.870357730615172,0.8703541219152552,0.9998421063016217
fl,iris,150,5,5,0.2036,10000,14.0,1.0,0.9338856190443032,0.9338856190443038,0.9998421063016217
fl,iris,150,8,5,0.2036,10000,14.0,1.0,0.9338856190443032,0.9338856190443038,0.9998421063016217
fl,iris,150,2,2,8.19,10000,18.0,1.0,0.8703577306363985,0.8703541219152552,0.9998420411487795
fl,iris,150,5,2,8.19,10000,18.0,1.0,0.9338856190443036,0.9338856190443038,0.9998420411487795
fl,iris,150,8,2,8.19,10000,18.0,1.0,0.9338856190443036,0.9338856190443038,0.9998420411487795
local,ca_income,195665,8,3,7,1.994,6,1.0,0.010067696519684994,0.0868238996592852,0.0454290921375194
fl,iris,150,2,5,0.067,10000,14.0,1.0,0.8703577306141389,0.8703541219152552,0.9998421055931792
fl,iris,150,5,5,0.067,10000,14.0,1.0,0.9338856190443032,0.9338856190443038,0.9998421055931792
fl,iris,150,8,5,0.067,10000,14.0,1.0,0.9338856190443032,0.9338856190443038,0.9998421055931792
fl,iris,150,2,2,2.32,10000,18.0,1.0,0.8703577306363834,0.8703541219152552,0.9998420401411486
fl,iris,150,5,2,2.32,10000,18.0,1.0,0.9338856190443038,0.9338856190443038,0.9998420401411486
fl,iris,150,8,2,2.32,10000,18.0,1.0,0.9338856190443038,0.9338856190443038,0.9998420401411486
fl,ca_income,195665,2,1,0.067,10000,14.0,1.0,0.03057902232620551,0.030571875879369347,0.9997289241685365
fl,iris,150,2,5,382.3,10000,18.0,1.0,0.8703577306350788,0.8703541219152552,0.9998420446335783
fl,iris,150,5,5,382.3,10000,18.0,1.0,0.9338856190443038,0.9338856190443038,0.9998420446335783
fl,iris,150,8,5,382.3,10000,18.0,1.0,0.9338856190443038,0.9338856190443038,0.9998420446335783
fl,ca_income,195665,5,1,0.067,10000,14.0,1.0,0.06098853490968668,0.060976047821321155,0.9997289241685365
centralized,ca_income,195665,2,3,7,1.994,6,1.0,0.030566475297614065,0.030571875879369347,0.9995536280853118
fl,iris,150,2,2,0.671,10000,18.0,1.0,0.8703577306363647,0.8703541219152552,0.9998420396112211
fl,iris,150,5,2,0.671,10000,18.0,1.0,0.9338856190443042,0.9338856190443038,0.9998420396112211
fl,iris,150,8,2,0.671,10000,18.0,1.0,0.9338856190443042,0.9338856190443038,0.9998420396112211
fl,ca_income,195665,8,1,0.067,10000,14.0,1.0,0.08688672572704667,0.0868238996592852,0.9997289241685365
centralized,ca_income,195665,5,3,7,1.994,6,1.0,0.06094502244323631,0.060976047821321155,0.9995536280853118
fl,iris,150,2,5,106.1,10000,18.0,1.0,0.8703577306363195,0.8703541219152552,0.9998420265976189
fl,iris,150,5,5,106.1,10000,18.0,1.0,0.9338856190443033,0.9338856190443038,0.9998420265976189
fl,iris,150,8,5,106.1,10000,18.0,1.0,0.9338856190443033,0.9338856190443038,0.9998420265976189
fl,iris,150,2,2,0.2036,10000,18.0,1.0,0.8703577306363519,0.8703541219152552,0.9998420393342734
fl,iris,150,5,2,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420393342734
fl,iris,150,8,2,0.2036,10000,18.0,1.0,0.9338856190443044,0.9338856190443038,0.9998420393342734
centralized,ca_income,195665,8,3,7,1.994,6,1.0,0.08680635046783076,0.0868238996592852,0.9995536280853118
fl,iris,150,2,5,29.4,10000,18.0,1.0,0.8703577306363756,0.8703541219152552,0.9998420410864806
fl,iris,150,5,5,29.4,10000,18.0,1.0,0.9338856190443028,0.9338856190443038,0.9998420410864806
fl,iris,150,8,5,29.4,10000,18.0,1.0,0.9338856190443028,0.9338856190443038,0.9998420410864806
fl,ca_income,195665,2,1,382.3,10000,18.0,1.0,0.03057902233254173,0.030571875879369347,0.9997289249861642
fl,iris,150,2,2,0.067,10000,18.0,1.0,0.8703577306363437,0.8703541219152552,0.9998420391894658
fl,iris,150,5,2,0.067,10000,18.0,1.0,0.9338856190443039,0.9338856190443038,0.9998420391894658
fl,iris,150,8,2,0.067,10000,18.0,1.0,0.9338856190443039,0.9338856190443038,0.9998420391894658
fl,ca_income,195665,5,1,382.3,10000,18.0,1.0,0.06098853492623596,0.060976047821321155,0.9997289249861642
local,ca_income,195665,2,3,7,1.081,6,1.0,0.0028245861162369966,0.030571875879369347,0.05982706658095469
fl,ca_income,195665,8,1,382.3,10000,18.0,1.0,0.08688672575470587,0.0868238996592852,0.9997289249861642
fl,iris,150,2,5,8.19,10000,18.0,1.0,0.8703577306364125,0.8703541219152552,0.9998420363717969
fl,iris,150,5,5,8.19,10000,18.0,1.0,0.9338856190443037,0.9338856190443038,0.9998420363717969
fl,iris,150,8,5,8.19,10000,18.0,1.0,0.9338856190443037,0.9338856190443038,0.9998420363717969
local,ca_income,195665,5,3,7,1.081,6,1.0,0.0066928568786877455,0.060976047821321155,0.05982706658095469
